Hash do merge,Data do merge,Tempo de isolamento [ramos],Tempo de isolamento [merge],Desenvolvedores 1,Desenvolvedores 2,Diferentes desenvolvedores,Mesmos desenvolvedores,Intersecção de Desenvolvedores,Commits 1,Commits 2,Arquivos alterados 1,Arquivos alterados 2,Intersecção de Arquivos,Conflito,Arquivos,Chunks
6a5d0d47656eb89a3d3885091e60d6d8fcb4433a,2012-04-02 09:20:26 -0600,0.3722801,2.8995255,2,1,3,0,0,3,1,14,2,0,NAO,0,0
00722f8e7d2cfaad38277c61813351829d8d4684,2012-04-02 09:16:44 -0600,11.5319907,11.8767708,4,1,5,0,0,15,2,29,12,1,SIM,4,6
1f4ac691add69a277ec38d0aeb5bd2918412771b,2012-03-30 10:37:28 -0700,9.9165856,9.9479167,3,1,4,0,0,13,4,30,1,1,NAO,0,0
3935a501425926276e619bc35fae5ec4b613f545,2012-03-23 10:48:15 -0700,0.4799769,1.9819907,2,1,3,1,1,4,1,5,4,0,NAO,0,0
d918b9137489be128aea56e092cd93cfb7508b69,2012-03-23 10:44:26 -0700,0.3787384,1.9793403,1,1,2,0,0,1,3,2,3,0,NAO,0,0
bdd04dce23c4110149ba0c9fef73a24bacf88e91,2012-03-19 11:23:53 -0700,6.4512037,10.7607639,1,1,2,0,0,2,1,2,2,0,NAO,0,0
58ba38abac320629fa956ff17dbf4ef704b98b46,2012-03-08 16:08:23 -0800,5.4160417,6.1011343,1,1,2,0,0,1,1,2,2,0,NAO,0,0
8c7a659330f839a235616b82b2e2f789853cd276,2012-03-08 16:07:24 -0800,0.3298843,6.1536458,1,1,2,0,0,2,1,3,2,0,NAO,0,0
41ce1b9b6041ec29893c6d0937ec2ded867ec36c,2012-03-02 11:43:55 -0800,0.6410648,3.0837500,1,1,2,0,0,8,1,13,1,0,NAO,0,0
77287fe6fd770659d514bc2f80bb67ef184cc858,2012-02-28 09:25:07 -0800,7.5190856,7.9132986,2,1,3,0,0,8,2,10,1,0,NAO,0,0
af869a320a8b1a5cde25c2c7fb98eb4e8fafd41f,2012-02-28 12:01:41 +0400,4.5264468,9.5161806,3,1,4,0,0,6,1,13,1,0,NAO,0,0
e1a76d52ec8433c7808870131d26adc83a7c1059,2012-02-20 11:29:58 -0800,8.6265972,12.1192014,3,1,4,0,0,6,1,13,2,0,NAO,0,0
e141548f103a1c57ec756d2182e962fe54a9377c,2012-02-20 10:00:03 -0800,8.6257986,12.0567593,2,1,3,0,0,5,1,12,1,0,NAO,0,0
2010c57d299251ab1612ee803ea59d90fc69d394,2012-02-20 09:58:54 -0800,8.6055208,12.0559606,1,1,2,0,0,4,1,11,1,0,NAO,0,0
0d17e21a98517f988d7f514164a42f79ba0ebee4,2012-02-02 10:18:07 -0800,1.7999884,3.0622106,1,1,2,0,0,5,2,10,3,1,NAO,0,0
57ccb0ca3825d090fc911ef0a3acccfa33c2f0a7,2012-01-13 09:18:52 -0800,1.7978819,1.9956713,2,1,3,0,0,3,1,10,1,1,NAO,0,0
496e3f64461074855b21348d6590cef40b65b999,2012-01-13 09:00:46 -0800,15.4904745,15.9209838,2,1,3,0,0,15,2,28,2,1,NAO,0,0
99e0998a18416ab2d5456481954d67e2725acfb7,2011-12-15 13:48:33 -0800,2.4148380,3.1468403,3,2,5,0,0,4,22,12,14,1,NAO,0,0
ef2c9ad1fb1c3204a6635e2deaeed35ce19c6c06,2011-12-15 13:30:51 -0800,2.4146065,3.1345486,2,1,3,0,0,3,1,10,2,0,NAO,0,0
bd7a57ea344c73cfa2f7e6c4d95f2587b4a3b43b,2011-12-14 14:14:22 +0100,4.8176273,5.0186690,2,3,5,0,0,22,13,14,23,1,NAO,0,0
e4229dc41fbf80d361831da5783bb0b0b6e2776c,2011-12-09 09:14:55 -0800,7.6295255,7.9141435,2,1,3,0,0,8,1,20,1,1,NAO,0,0
49d116d061138808a72db20ff301652f002e018d,2011-12-09 13:54:02 +0100,7.5109375,7.7329745,2,2,4,2,2,10,9,14,14,2,NAO,0,0
e9dde92edf16d79e9962abd8cfc43afea546b539,2011-11-29 09:19:55 -0800,10.3953704,11.6441898,3,1,4,0,0,6,1,16,2,1,NAO,0,0
f0fc94ebcf6c8e445e8e9e8825d192e9d392f98b,2011-11-28 09:34:08 -0800,9.9025694,10.6540625,1,1,2,0,0,1,1,2,1,0,NAO,0,0
7c31b0e7dfbf518d59861e9bacabe30eafd9df01,2011-11-16 09:05:40 -0800,0.4675116,1.9443519,2,1,3,0,0,8,3,37,2,0,NAO,0,0
a24b4b20a9592c7256002d2c6b4da91903f7ace5,2011-11-14 10:20:04 -0800,0.0140046,0.0222106,1,1,2,0,0,4,1,20,1,0,NAO,0,0
4084ad60a29e12ef4c3a74dafe08e9aa954ba4d4,2011-11-14 09:40:19 -0800,1.2157870,1.9041088,2,1,3,0,0,4,1,15,1,0,NAO,0,0
49cabf32eee0512d2e85a5deb0a1c4402a9752fe,2011-11-14 09:12:15 -0800,0.3340394,2.6256366,1,1,2,0,0,2,2,1,15,1,NAO,0,0
9440c6a0c3ba3e7a96532f1307d47b19a487261f,2011-11-11 08:04:07 -0800,0.7593403,0.9195833,1,1,2,0,0,1,1,3,2,0,NAO,0,0
3d9774e52c20b9513ff004bc6a8a6a1fdd515724,2011-11-07 14:43:33 -0800,1.9184606,4.2194444,1,1,2,0,0,2,1,6,2,0,NAO,0,0
6f41c29e4c3d6717640369ad3344f9bb41498ed0,2011-11-03 09:29:13 -0700,1.6676736,2.9257755,1,1,2,0,0,11,1,44,2,0,NAO,0,0
c7964b58dab33448fcc5880dd42752372ae05c24,2011-11-03 09:28:06 -0700,2.0289352,8.7074884,1,1,2,1,2,1,11,1,44,0,NAO,0,0
becdd9516aaef2ef53f04873db9a7ca0569db169,2011-10-31 11:16:06 -0700,7.2866435,10.0874653,3,1,4,1,1,9,1,19,1,1,NAO,0,0
bf74079638a795a3f8ad352e9f75b71f4af18cd3,2011-10-25 09:05:16 -0700,3.0806250,3.9966088,2,1,3,0,0,2,1,17,2,1,NAO,0,0
ab76527485396033aa2312efa6f577f4b0e386ae,2011-10-21 13:20:56 -0700,0.0772801,1.7313542,1,1,2,0,0,1,1,2,15,1,NAO,0,0
4e1241abcd957838ccb21fa89fafdcfe14564482,2011-10-06 09:15:45 -0700,0.3002662,14.9768634,1,1,2,0,0,1,1,1,1,0,NAO,0,0
7430cbbb56ecffc513b193f846f4e122c4970b40,2011-09-14 09:47:33 -0700,6.8014352,12.8069444,1,1,2,0,0,1,3,5,2,0,NAO,0,0
1f3e53125f428400c5fa8e6b7f0df7c2dcb1289e,2011-06-16 12:38:07 -0700,0.0339236,3.1372454,1,1,2,0,0,1,1,6,1,1,SIM,1,1
35efaf633569f1a354e217ccfb3c7813f7b72a59,2011-06-13 09:20:29 -0700,35.0230208,35.0265741,1,1,2,1,2,2,5,2,16,1,SIM,1,1
c21bf6cc49bb331798a1ac7de67571256468f08a,2011-03-15 15:54:43 -0700,7.7438773,7.7873264,1,1,2,1,2,1,7,1,9,0,NAO,0,0
